keyword,priority,volume,kd,cpc,intent,seed,flag,published,Ссылка конкурента 1,Ссылка конкурента 2,Ссылка конкурента 3,Заголовок конкурента 1,Заголовок конкурента 2,Заголовок конкурента 3,Сниппет конкурента 1,Сниппет конкурента 2,Сниппет конкурента 3
where is my cursor,94,320,18,0,I,cursor,ok,,,,,,,,,,
how to attract a female gemini,95,260,15,0.02,I,gemini,ok,,,,,,,,,,
how to attract gemini female,96,260,15,0.02,I,gemini,ok,,,,,,,,,,
what animal is gemini in chinese,97,260,15,0,I,gemini,ok,,,,,,,,,,
how to use custom cursors,98,260,15,0,I,cursor,ok,,,,,,,,,,
gemini rules what part of the body,99,320,19,0,I,gemini,ok,,,,,,,,,,
where is copilot in outlook,100,480,29,1.36,I,copilot,ok,,,,,,,,,,
how to change mouse cursor windows 10,101,320,19,0,I,cursor,ok,,,,,,,,,,
how to use cursor,102,1100,69,0.54,I,cursor,ok,,,,,,,,,,
what planet is gemini,103,590,37,0,I,gemini,ok,,,,,,,,,,
who do geminis get along with,104,590,37,0.02,I,gemini,ok,,,,,,,,,,
why is chatgpt down,105,590,45,0,"I,N",chatgpt,ok,,,,,,,,,,
how to use google gemini,106,1000,77,0.2,"I,N",gemini,ok,,,,,,,,,,
how to attract a gemini woman,107,260,16,0.02,I,gemini,ok,,,,,,,,,,
what does the constellation gemini look like,108,590,38,0,I,gemini,ok,,,,,,,,,,
who does gemini get along with,109,590,38,0.02,I,gemini,ok,,,,,,,,,,
what planet is gemini ruled by,110,590,38,0,I,gemini,ok,,,,,,,,,,
why does my cursor turn white,111,210,13,0,I,cursor,ok,,,,,,,,,,
how much is chatgpt 4,112,390,52,1.44,C,chatgpt,ok,,,,,,,,,,
where is gemini in the sky,113,320,21,0.17,I,gemini,ok,,,,,,,,,,
how to change the cursor,114,390,26,0,I,cursor,ok,,,,,,,,,,
how to change your mouse cursor on a mac,115,260,17,0,I,cursor,ok,,,,,,,,,,
how to change mouse cursor on mac,116,260,17,0,I,cursor,ok,,,,,,,,,,
how to change your cursor on mac,117,260,17,0,I,cursor,ok,,,,,,,,,,
how to change mouse cursor on macbook,118,260,17,0,I,cursor,ok,,,,,,,,,,
how to get chatgpt to make images,119,210,14,0.97,I,chatgpt,ok,,,,,,,,,,
what is cursor in database,120,210,14,0,I,cursor,ok,,,,,,,,,,
how to customize your cursor,121,260,18,0,I,cursor,ok,,,,,,,,,,
what is a sql cursor,122,260,18,0,I,cursor,ok,,,,,,,,,,
how to enable copilot in outlook,123,390,28,1.85,I,copilot,ok,,,,,,,,,,
who is gemini,124,880,66,0.02,I,gemini,ok,,,,,,,,,,
what are geminis compatible with most,125,390,29,0.01,I,gemini,ok,,,,,,,,,,
how to attract a gemini female,126,260,19,0.02,I,gemini,ok,,,,,,,,,,
where is my mouse cursor,127,320,24,0,I,cursor,ok,,,,,,,,,,
how to get the cursor back,128,210,16,0,I,cursor,ok,,,,,,,,,,
gemini are compatible with,129,320,25,0.02,I,gemini,ok,,,,,,,,,,
what months are geminis born in,130,590,48,0.01,I,gemini,ok,,,,,,,,,,
how does a gemini act,131,480,39,0.01,I,gemini,ok,,,,,,,,,,
what is a gemini most compatible with,132,390,32,0.01,I,gemini,ok,,,,,,,,,,
how to seduce a female gemini,133,260,21,0.02,I,gemini,ok,,,,,,,,,,
how to enable copilot in outlook 365,134,260,21,1.07,I,copilot,ok,,,,,,,,,,
how compatible are pisces and gemini,135,210,17,0.01,I,gemini,ok,,,,,,,,,,
what is a cursor in database,136,210,17,0,I,cursor,ok,,,,,,,,,,
what is a database cursor,137,210,17,0,I,cursor,ok,,,,,,,,,,
what is database cursor,138,210,17,0,I,cursor,ok,,,,,,,,,,
what is gemini ai,139,720,61,0.4,I,gemini,ok,,,,,,,,,,
how much does microsoft copilot cost,140,320,27,1.03,I,copilot,ok,,,,,,,,,,
how to use chatgpt apis,141,260,22,4.26,I,chatgpt,ok,,,,,,,,,,
what month is a gemini born in,142,590,52,0.01,I,gemini,ok,,,,,,,,,,
why is chatgpt not working,143,330,29,1.16,I,chatgpt,ok,,,,,,,,,,
what was the gemini project,144,260,23,0,I,gemini,ok,,,,,,,,,,
what earth sign is gemini,145,390,36,0,I,gemini,ok,,,,,,,,,,
how to change cursor in windows,146,210,19,0,I,cursor,ok,,,,,,,,,,
how to customize cursor,147,210,19,0,I,cursor,ok,,,,,,,,,,
how to change cursor on windows,148,210,19,0,I,cursor,ok,,,,,,,,,,
how to change windows cursor,149,210,19,0,I,cursor,ok,,,,,,,,,,
who should gemini marry,150,260,25,0.02,I,gemini,ok,,,,,,,,,,
how much is github copilot,151,320,31,1.67,I,copilot,ok,,,,,,,,,,
how to use github copilot in visual studio,152,260,25,1.22,I,copilot,ok,,,,,,,,,,
what element sign is gemini,153,320,32,0,I,gemini,ok,,,,,,,,,,
what elemental sign is gemini,154,320,32,0,I,gemini,ok,,,,,,,,,,
how to writing prompt,155,240,24,0.58,I,writing prompt,ok,,,,,,,,,,
how do geminis act,156,480,49,0.01,I,gemini,ok,,,,,,,,,,
what's a gemini,157,480,50,0,I,gemini,ok,,,,,,,,,,
how to seduce a gemini woman,158,260,27,0.02,I,gemini,ok,,,,,,,,,,
what a gemini,159,480,52,0,I,gemini,ok,,,,,,,,,,
how to get chatgpt to generate images,160,260,28,0.99,I,chatgpt,ok,,,,,,,,,,
what was the gemini program,161,260,28,0,I,gemini,ok,,,,,,,,,,
what was project gemini,162,260,28,0,I,gemini,ok,,,,,,,,,,
what is github copilot,163,480,53,0.44,I,copilot,ok,,,,,,,,,,
how do i access chatgpt,164,590,66,0.98,I,chatgpt,ok,,,,,,,,,,
chatgpt teacher,165,330,37,1,I,chatgpt,ok,,,,,,,,,,
how to build an ai agent with chatgpt,166,260,29,3.66,I,chatgpt,ok,,,,,,,,,,
geminis are compatible with,167,320,36,0.02,I,gemini,ok,,,,,,,,,,
what are cursors,168,210,24,0,I,cursor,ok,,,,,,,,,,
when is gemini,169,440,52,0,I,gemini,ok,,,,,,,,,,
what about gemini,170,480,57,0,I,gemini,ok,,,,,,,,,,
how are geminis,171,320,38,0,I,gemini,ok,,,,,,,,,,
how to use chatgpt api,172,260,31,4.26,I,chatgpt,ok,,,,,,,,,,
signs that are compatible with gemini,173,260,31,0,I,gemini,ok,,,,,,,,,,
how to use github copilot in vscode,174,260,31,2.03,I,copilot,ok,,,,,,,,,,
what is the element sign for gemini,175,320,39,0,I,gemini,ok,,,,,,,,,,
how do i use gemini,176,240,35,0.72,"I,N",gemini,ok,,,,,,,,,,
what is outlook copilot,177,320,39,0.3,I,copilot,ok,,,,,,,,,,
what is gemini zodiac sign,178,390,48,0,I,gemini,ok,,,,,,,,,,
how to use gemini in gmail,179,260,32,0.39,I,gemini,ok,,,,,,,,,,
what is the meaning of gemini,180,260,32,0,I,gemini,ok,,,,,,,,,,
how was chatgpt trained,181,320,40,0,I,chatgpt,ok,,,,,,,,,,
how to write ai prompts,182,390,49,0.83,I,ai prompt,ok,,,,,,,,,,
how to use microsoft 365 copilot,183,210,26,0.69,I,copilot,ok,,,,,,,,,,
how much is chatgpt enterprise,184,320,41,5.61,I,chatgpt,ok,,,,,,,,,,
when did gpt 4 come out,185,320,41,0,I,gpt4,ok,,,,,,,,,,
what is gemini compatible with,186,320,42,0.01,I,gemini,ok,,,,,,,,,,
who can see my chatgpt conversations,187,210,28,0,I,chatgpt,ok,,,,,,,,,,
what is project gemini,188,260,35,0,I,gemini,ok,,,,,,,,,,
how to use copilot in vscode,189,260,35,1.76,I,copilot,ok,,,,,,,,,,
what is cursors,190,210,29,0,I,cursor,ok,,,,,,,,,,
what is a gemini zodiac sign,191,320,45,0.02,I,gemini,ok,,,,,,,,,,
what does gemini mean,192,220,32,0.02,I,gemini,ok,,,,,,,,,,
what is the zodiac sign for gemini,193,320,48,0.02,I,gemini,ok,,,,,,,,,,
how is a gemini,194,320,48,0,I,gemini,ok,,,,,,,,,,
how is gemini,195,320,49,0,I,gemini,ok,,,,,,,,,,
how do i talk to chatgpt,196,260,40,0.69,I,chatgpt,ok,,,,,,,,,,
how to access google gemini,197,260,50,0.17,"I,N",gemini,ok,,,,,,,,,,
what is the gemini zodiac sign,198,320,52,0.02,I,gemini,ok,,,,,,,,,,
what is chatgpt plus,199,270,44,0.09,I,chatgpt,ok,,,,,,,,,,
how to change your mouse cursor,200,220,36,0,I,cursor,ok,,,,,,,,,,
what is the sign of gemini,201,260,43,0.01,I,gemini,ok,,,,,,,,,,
what is the sign for gemini,202,260,43,0.01,I,gemini,ok,,,,,,,,,,
how to use github copilot,203,240,40,1.55,I,copilot,ok,,,,,,,,,,
how is claude different from chatgpt,204,260,46,0.02,I,chatgpt,ok,,,,,,,,,,
what does gemini means,205,220,39,0.02,I,gemini,ok,,,,,,,,,,
what are geminis,206,330,60,0.05,I,gemini,ok,,,,,,,,,,
how to get chat gpt 4 for free,207,210,38,0.62,I,gpt4,ok,,,,,,,,,,
how to use copilot in vs code,208,210,38,2.16,I,copilot,ok,,,,,,,,,,
what is the sign of a gemini,209,260,53,0.01,I,gemini,ok,,,,,,,,,,
what sign is a gemini,210,220,51,0.02,I,gemini,ok,,,,,,,,,,
what type of sign is a gemini,211,260,61,0,I,gemini,ok,,,,,,,,,,
how was chatgpt made,212,210,51,0,I,chatgpt,ok,,,,,,,,,,
how to write prompts,213,240,59,0.58,I,writing prompt,ok,,,,,,,,,,
how much is chat gpt 4,214,210,53,0.78,I,gpt4,ok,,,,,,,,,,
how to use gemini in google docs,215,480,31,0.83,I,gemini,irrelevant,,,,,,,,,,
how to use gemini in google sheets,216,320,32,0.94,I,gemini,irrelevant,,,,,,,,,,
